SA2_MAINCODE_2016,SA2_NAME_2016,SED_CODE_2018,SED_NAME_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
302011026,McDowall,30080,Stafford,0.0987802,Acceptable,Acceptable,0
302021027,Aspley,30002,Aspley,1,Acceptable,Acceptable,0
302021028,Chermside,30080,Stafford,1,Acceptable,Acceptable,0
302021029,Chermside West,30002,Aspley,0.4870483,Acceptable,Acceptable,0
302021029,Chermside West,30080,Stafford,0.5129517,Acceptable,Acceptable,0
302021030,Geebung,30002,Aspley,0.9928204,Acceptable,Acceptable,0
302021030,Geebung,30067,Nudgee,0.0071796,Good,Acceptable,1
302021031,Kedron - Gordon Park,30019,Clayfield,0.3094909,Good,Acceptable,0
302021031,Kedron - Gordon Park,30067,Nudgee,0,Good,Acceptable,1
302021031,Kedron - Gordon Park,30080,Stafford,0.6905091,Acceptable,Acceptable,0
302021032,Stafford,30080,Stafford,1,Acceptable,Acceptable,0
302021033,Stafford Heights,30080,Stafford,1,Acceptable,Acceptable,0
302021034,Wavell Heights,30067,Nudgee,0.8606599,Good,Acceptable,0
302021034,Wavell Heights,30080,Stafford,0.1393401,Acceptable,Acceptable,0
302031035,Boondall,30067,Nudgee,1,Good,Acceptable,0
302031036,Brisbane Airport,30019,Clayfield,0.5515472,Good,Acceptable,0
302031036,Brisbane Airport,30067,Nudgee,0.4484528,Good,Acceptable,0
302031037,Eagle Farm - Pinkenba,30019,Clayfield,1,Good,Acceptable,0
302031038,Northgate - Virginia,30067,Nudgee,1,Good,Acceptable,0
302031039,Nudgee - Banyo,30067,Nudgee,1,Good,Acceptable,0
302031040,Nundah,30067,Nudgee,1,Good,Acceptable,0
302041041,Bracken Ridge,30074,Sandgate,1,Good,Acceptable,0
302041042,Brighton (Qld),30074,Sandgate,1,Good,Acceptable,0
302041043,Deagon,30074,Sandgate,1,Good,Acceptable,0
302041044,Sandgate - Shorncliffe,30074,Sandgate,1,Good,Acceptable,0
302041045,Taigum - Fitzgibbon,30074,Sandgate,1,Good,Acceptable,0
302041046,Zillmere,30002,Aspley,0.3022168,Acceptable,Acceptable,0
302041046,Zillmere,30067,Nudgee,0.6977832,Good,Acceptable,0
303011047,Camp Hill,30008,Bulimba,0.2229687,Good,Acceptable,0
303011047,Camp Hill,30018,Chatsworth,0.2090836,Acceptable,Acceptable,0
303011047,Camp Hill,30030,Greenslopes,0.5679477,Acceptable,Acceptable,0
303011048,Cannon Hill,30008,Bulimba,1,Good,Acceptable,0
303011049,Carina,30008,Bulimba,0.4934407,Good,Acceptable,0
303011049,Carina,30018,Chatsworth,0.5065593,Acceptable,Acceptable,0
303011050,Carina Heights,30018,Chatsworth,1,Acceptable,Acceptable,0
303011051,Carindale,30018,Chatsworth,0.8585968,Acceptable,Acceptable,0
303011051,Carindale,30049,Mansfield,0.1414032,Good,Acceptable,0
303021052,Annerley,30054,Miller,0.7282285,Acceptable,Acceptable,0
303021052,Annerley,30076,South Brisbane,0.2717715,Good,Acceptable,0
303021053,Coorparoo,30030,Greenslopes,1,Acceptable,Acceptable,0
303021053,Coorparoo,30076,South Brisbane,0,Good,Acceptable,1
303021054,Fairfield - Dutton Park,30054,Miller,0.6216782,Acceptable,Acceptable,0
303021054,Fairfield - Dutton Park,30076,South Brisbane,0.3783218,Good,Acceptable,0
303021055,Greenslopes,30030,Greenslopes,1,Acceptable,Acceptable,0
303021056,Holland Park,30030,Greenslopes,1,Acceptable,Acceptable,0
303021057,Holland Park West,30030,Greenslopes,1,Acceptable,Acceptable,0
303021058,Woolloongabba,30076,South Brisbane,1,Good,Acceptable,0
303021059,Yeronga,30054,Miller,1,Acceptable,Acceptable,0
303031060,Eight Mile Plains,30085,Toohey,1,Good,Acceptable,0
303031061,Macgregor (Qld),30085,Toohey,1,Good,Acceptable,0
303031062,Mansfield (Qld),30049,Mansfield,1,Good,Acceptable,0
303031063,Mount Gravatt,30030,Greenslopes,0.1698694,Acceptable,Acceptable,0
303031063,Mount Gravatt,30049,Mansfield,0.8301306,Good,Acceptable,0
303031064,Rochedale - Burbank,30049,Mansfield,1,Good,Acceptable,0
303031065,Upper Mount Gravatt,30049,Mansfield,1,Good,Acceptable,0
303031066,Wishart,30049,Mansfield,1,Good,Acceptable,0
303041067,Coopers Plains,30085,Toohey,1,Good,Acceptable,0
303041068,Moorooka,30054,Miller,0.3512631,Acceptable,Acceptable,0
303041068,Moorooka,30085,Toohey,0.6487369,Good,Acceptable,0
303041069,Robertson,30085,Toohey,1,Good,Acceptable,0
303041070,Salisbury - Nathan,30085,Toohey,1,Good,Acceptable,0
303041071,Tarragindi,30054,Miller,1,Acceptable,Acceptable,0
303051072,Algester,30001,Algester,1,Poor,Acceptable,0
303051073,Calamvale - Stretton,30001,Algester,0.3520064,Poor,Acceptable,0
303051073,Calamvale - Stretton,30081,Stretton,0.6479936,Acceptable,Acceptable,0
303051074,Pallara - Willawong,30001,Algester,0.9999999,Poor,Acceptable,0
303051074,Pallara - Willawong,30039,Jordan,1e-07,Acceptable,Acceptable,1
303051075,Parkinson - Drewvale,30001,Algester,0.7130022,Poor,Acceptable,0
303051075,Parkinson - Drewvale,30081,Stretton,0.2869978,Acceptable,Acceptable,0
303051076,Rocklea - Acacia Ridge,30001,Algester,0.834346,Poor,Acceptable,0
303051076,Rocklea - Acacia Ridge,30054,Miller,0.0358341,Acceptable,Acceptable,0
303051076,Rocklea - Acacia Ridge,30081,Stretton,0.0003144,Acceptable,Acceptable,1
303051076,Rocklea - Acacia Ridge,30085,Toohey,0.1295054,Good,Acceptable,0
303061077,Kuraby,30081,Stretton,1,Acceptable,Acceptable,0
303061078,Runcorn,30081,Stretton,0.9415557,Acceptable,Acceptable,0
303061078,Runcorn,30085,Toohey,0.0584443,Good,Acceptable,0
303061079,Sunnybank,30085,Toohey,1,Good,Acceptable,0
303061080,Sunnybank Hills,30081,Stretton,1,Acceptable,Acceptable,0
304011081,Jindalee - Mount Ommaney,30058,Mount Ommaney,1,Good,Acceptable,0
304011082,Middle Park - Jamboree Heights,30058,Mount Ommaney,1,Good,Acceptable,0
304011083,Riverhills,30058,Mount Ommaney,1,Good,Acceptable,0
304011084,Seventeen Mile Rocks - Sinnamon Park,30058,Mount Ommaney,1,Good,Acceptable,0
304011085,Westlake,30058,Mount Ommaney,1,Good,Acceptable,0
304021086,Bellbowrie - Moggill,30056,Moggill,1,Good,Acceptable,0
304021087,Brookfield - Kenmore Hills,30056,Moggill,1,Good,Acceptable,0
304021088,Chapel Hill,30056,Moggill,1,Good,Acceptable,0
304021089,Fig Tree Pocket,30048,Maiwar,1,Good,Acceptable,0
304021090,Kenmore,30056,Moggill,1,Good,Acceptable,0
304021091,Pinjarra Hills - Pullenvale,30056,Moggill,1,Good,Acceptable,0
304031092,Chelmer - Graceville,30054,Miller,1,Acceptable,Acceptable,0
304031093,Corinda,30058,Mount Ommaney,1,Good,Acceptable,0
304031094,Indooroopilly,30048,Maiwar,0.9053308,Good,Acceptable,0
304031094,Indooroopilly,30056,Moggill,0.0946692,Good,Acceptable,0
304031095,Sherwood,30054,Miller,0.8667258,Acceptable,Acceptable,0
304031095,Sherwood,30058,Mount Ommaney,0.1332742,Good,Acceptable,0
304031096,St Lucia,30048,Maiwar,1,Good,Acceptable,0
304031097,Taringa,30048,Maiwar,1,Good,Acceptable,0
304041098,Enoggera,30025,Everton,0.4044271,Acceptable,Acceptable,0
304041098,Enoggera,30026,Ferny Grove,0.5955729,Poor,Acceptable,0
304041099,Enoggera Reservoir,30023,Cooper,1,Acceptable,Acceptable,0
304041100,Keperra,30025,Everton,0.0436996,Acceptable,Acceptable,0
304041100,Keperra,30026,Ferny Grove,0.9563004,Poor,Acceptable,0
304041101,Mitchelton,30025,Everton,0.3249041,Acceptable,Acceptable,0
304041101,Mitchelton,30026,Ferny Grove,0.6750959,Poor,Acceptable,0
304041102,Mount Coot-tha,30048,Maiwar,1,Good,Acceptable,0
304041103,The Gap,30023,Cooper,1,Acceptable,Acceptable,0
304041104,Upper Kedron - Ferny Grove,30026,Ferny Grove,1,Poor,Acceptable,0
305011105,Brisbane City,30052,McConnel,1,Good,Acceptable,0
305011106,Fortitude Valley,30052,McConnel,1,Good,Acceptable,0
305011107,Highgate Hill,30076,South Brisbane,1,Good,Acceptable,0
305011108,Kangaroo Point,30076,South Brisbane,1,Good,Acceptable,0
305011109,New Farm,30052,McConnel,1,Good,Acceptable,0
305011110,South Brisbane,30076,South Brisbane,1,Good,Acceptable,0
305011111,Spring Hill,30052,McConnel,1,Good,Acceptable,0
305011112,West End,30076,South Brisbane,1,Good,Acceptable,0
305021113,Balmoral,30008,Bulimba,1,Good,Acceptable,0
305021114,Bulimba,30008,Bulimba,1,Good,Acceptable,0
305021115,East Brisbane,30076,South Brisbane,1,Good,Acceptable,0
305021116,Hawthorne,30008,Bulimba,1,Good,Acceptable,0
305021117,Morningside - Seven Hills,30008,Bulimba,1,Good,Acceptable,0
305021118,Norman Park,30008,Bulimba,0.9649732,Good,Acceptable,0
305021118,Norman Park,30030,Greenslopes,0.0350268,Acceptable,Acceptable,0
305031119,Albion,30019,Clayfield,1,Good,Acceptable,0
305031120,Alderley,30026,Ferny Grove,0.521014,Poor,Acceptable,0
305031120,Alderley,30080,Stafford,0.478986,Acceptable,Acceptable,0
305031121,Ascot,30019,Clayfield,1,Good,Acceptable,0
305031122,Clayfield,30019,Clayfield,1,Good,Acceptable,0
305031123,Grange,30080,Stafford,1,Acceptable,Acceptable,0
305031124,Hamilton (Qld),30019,Clayfield,1,Good,Acceptable,0
305031125,Hendra,30019,Clayfield,1,Good,Acceptable,0
305031126,Kelvin Grove - Herston,30023,Cooper,0.2154702,Acceptable,Acceptable,0
305031126,Kelvin Grove - Herston,30052,McConnel,0.7845298,Good,Acceptable,0
305031127,Newmarket,30023,Cooper,0.1471774,Acceptable,Acceptable,0
305031127,Newmarket,30026,Ferny Grove,0.1145161,Poor,Acceptable,0
305031127,Newmarket,30080,Stafford,0.7383064,Acceptable,Acceptable,0
305031128,Newstead - Bowen Hills,30052,McConnel,1,Good,Acceptable,0
305031129,Wilston,30080,Stafford,1,Acceptable,Acceptable,0
305031130,Windsor,30019,Clayfield,1,Good,Acceptable,0
305031131,Wooloowin - Lutwyche,30019,Clayfield,1,Good,Acceptable,0
305041132,Ashgrove,30023,Cooper,0.7778028,Acceptable,Acceptable,0
305041132,Ashgrove,30026,Ferny Grove,0.2221972,Poor,Acceptable,0
305041133,Auchenflower,30048,Maiwar,1,Good,Acceptable,0
305041134,Bardon,30023,Cooper,0.4195538,Acceptable,Acceptable,0
305041134,Bardon,30048,Maiwar,0.5804462,Good,Acceptable,0
305041135,Paddington - Milton,30023,Cooper,0.9485423,Acceptable,Acceptable,0
305041135,Paddington - Milton,30048,Maiwar,0.0514577,Good,Acceptable,0
305041136,Red Hill (Qld),30023,Cooper,1,Acceptable,Acceptable,0
305041137,Toowong,30048,Maiwar,1,Good,Acceptable,0
306011138,Brinsmead,30014,Cairns,1,Good,Acceptable,0
306011139,Clifton Beach - Kewarra Beach,30004,Barron River,1,Good,Acceptable,0
306011140,Freshwater - Stratford,30004,Barron River,0.8866124,Good,Acceptable,0
306011140,Freshwater - Stratford,30014,Cairns,0.1133876,Good,Acceptable,0
306011141,Redlynch,30004,Barron River,1,Good,Acceptable,0
306011142,Trinity Beach - Smithfield,30004,Barron River,1,Good,Acceptable,0
306011143,Yorkeys Knob - Machans Beach,30004,Barron River,1,Good,Acceptable,0
306021144,Bentley Park,30060,Mulgrave,1,Good,Acceptable,0
306021145,Cairns City,30014,Cairns,1,Good,Acceptable,0
306021146,Earlville - Bayview Heights,30014,Cairns,0.4878137,Good,Acceptable,0
306021146,Earlville - Bayview Heights,30060,Mulgrave,0.5121863,Good,Acceptable,0
306021147,Edmonton,30060,Mulgrave,1,Good,Acceptable,0
306021148,Gordonvale - Trinity,30060,Mulgrave,1,Good,Acceptable,0
306021149,Kanimbla - Mooroobool,30014,Cairns,1,Good,Acceptable,0
306021150,Lamb Range,30004,Barron River,1,Good,Acceptable,0
306021151,Manoora,30014,Cairns,1,Good,Acceptable,0
306021152,Manunda,30014,Cairns,1,Good,Acceptable,0
306021153,Mount Sheridan,30060,Mulgrave,1,Good,Acceptable,0
306021154,Westcourt - Bungalow,30014,Cairns,1,Good,Acceptable,0
306021155,White Rock,30060,Mulgrave,1,Good,Acceptable,0
306021156,Whitfield - Edge Hill,30014,Cairns,1,Good,Acceptable,0
306021157,Woree,30014,Cairns,1e-07,Good,Acceptable,1
306021157,Woree,30060,Mulgrave,0.9999999,Good,Acceptable,0
306031158,Babinda,30034,Hill,0.8093669,Good,Acceptable,0
306031158,Babinda,30060,Mulgrave,0.1906331,Good,Acceptable,0
306031159,Innisfail,30034,Hill,1,Good,Acceptable,0
306031160,Johnstone,30034,Hill,1,Good,Acceptable,0
306031161,Tully,30034,Hill,0.6233644,Good,Acceptable,0
306031161,Tully,30035,Hinchinbrook,0.3766356,Good,Acceptable,0
306031162,Wooroonooran,30034,Hill,1,Good,Acceptable,0
306031163,Yarrabah,30060,Mulgrave,1,Good,Acceptable,0
306041164,Daintree,30021,Cook,1,Good,Acceptable,0
306041165,Port Douglas,30021,Cook,1,Good,Acceptable,0
306051166,Atherton,30034,Hill,1,Good,Acceptable,0
306051167,Herberton,30034,Hill,1,Good,Acceptable,0
306051168,Kuranda,30004,Barron River,1,Good,Acceptable,0
306051168,Kuranda,30021,Cook,0,Good,Acceptable,1
306051169,Malanda - Yungaburra,30034,Hill,1,Good,Acceptable,0
306051170,Mareeba,30021,Cook,1,Good,Acceptable,0
307011171,Balonne,30090,Warrego,1,Good,Acceptable,0
307011172,Chinchilla,30015,Callide,1,Acceptable,Acceptable,0
307011173,Goondiwindi,30077,Southern Downs,1,Good,Acceptable,0
307011174,Inglewood - Waggamba,30077,Southern Downs,1,Good,Acceptable,0
307011175,Miles - Wandoan,30015,Callide,0.8147239,Acceptable,Acceptable,0
307011175,Miles - Wandoan,30090,Warrego,0.1852761,Good,Acceptable,0
307011176,Roma,30090,Warrego,1,Good,Acceptable,0
307011177,Roma Region,30090,Warrego,1,Good,Acceptable,0
307011178,Tara,30090,Warrego,1,Good,Acceptable,0
307021179,Crows Nest - Rosalie,30020,Condamine,0.7257763,Acceptable,Acceptable,0
307021179,Crows Nest - Rosalie,30063,Nanango,0.2742237,Good,Acceptable,0
307021180,Jondaryan,30020,Condamine,1,Acceptable,Acceptable,0
307021181,Millmerran,30077,Southern Downs,1,Good,Acceptable,0
307021182,Pittsworth,30020,Condamine,1,Acceptable,Acceptable,0
307021183,Wambo,30015,Callide,0.1466329,Acceptable,Acceptable,0
307021183,Wambo,30090,Warrego,0.8533671,Good,Acceptable,0
307031184,Clifton - Greenmount,30020,Condamine,1,Acceptable,Acceptable,0
307031185,Southern Downs - East,30077,Southern Downs,1,Good,Acceptable,0
307031186,Southern Downs - West,30077,Southern Downs,1,Good,Acceptable,0
307031187,Stanthorpe,30077,Southern Downs,1,Good,Acceptable,0
307031188,Stanthorpe Region,30077,Southern Downs,1,Good,Acceptable,0
307031189,Warwick,30077,Southern Downs,1,Good,Acceptable,0
308011190,Central Highlands - East,30031,Gregory,1,Good,Acceptable,0
308011191,Central Highlands - West,30031,Gregory,1,Good,Acceptable,0
308011192,Emerald,30031,Gregory,1,Good,Acceptable,0
308031205,Berserker,30073,Rockhampton,1,Acceptable,Acceptable,0
308031206,Bouldercombe,30055,Mirani,1,Good,Acceptable,0
308031207,Emu Park,30041,Keppel,1,Acceptable,Acceptable,0
308031208,Frenchville - Mount Archer,30041,Keppel,0.6434945,Acceptable,Acceptable,0
308031208,Frenchville - Mount Archer,30073,Rockhampton,0.3565055,Acceptable,Acceptable,0
308031209,Glenlee - Rockyview,30041,Keppel,0.1419964,Acceptable,Acceptable,0
308031209,Glenlee - Rockyview,30055,Mirani,0.8580036,Good,Acceptable,0
308031210,Gracemere,30055,Mirani,0.036191,Good,Acceptable,0
308031210,Gracemere,30073,Rockhampton,0.963809,Acceptable,Acceptable,0
308031211,Lakes Creek,30041,Keppel,0.4050165,Acceptable,Acceptable,0
308031211,Lakes Creek,30073,Rockhampton,0.5949835,Acceptable,Acceptable,0
308031212,Mount Morgan,30055,Mirani,1,Good,Acceptable,0
308031213,Norman Gardens,30041,Keppel,0.9318562,Acceptable,Acceptable,0
308031213,Norman Gardens,30073,Rockhampton,0.0681438,Acceptable,Acceptable,0
308031214,Park Avenue,30073,Rockhampton,1,Acceptable,Acceptable,0
308031215,Parkhurst - Kawana,30041,Keppel,0.2520679,Acceptable,Acceptable,0
308031215,Parkhurst - Kawana,30073,Rockhampton,0.7479321,Acceptable,Acceptable,0
308031216,Rockhampton - West,30073,Rockhampton,1,Acceptable,Acceptable,0
308031217,Rockhampton City,30055,Mirani,0.034997,Good,Acceptable,0
308031217,Rockhampton City,30073,Rockhampton,0.965003,Acceptable,Acceptable,0
308031218,Rockhampton Region - East,30041,Keppel,1,Acceptable,Acceptable,0
308031219,Rockhampton Region - North,30041,Keppel,0.8189673,Acceptable,Acceptable,0
308031219,Rockhampton Region - North,30055,Mirani,0.1810327,Good,Acceptable,0
308031220,Rockhampton Region - West,30055,Mirani,1,Good,Acceptable,0
308031221,Shoalwater Bay,30041,Keppel,1,Acceptable,Acceptable,0
308031222,The Range - Allenstown,30073,Rockhampton,1,Acceptable,Acceptable,0
308031223,Yeppoon,30041,Keppel,1,Acceptable,Acceptable,0
308041528,Banana,30015,Callide,1,Acceptable,Acceptable,0
308041529,Biloela,30015,Callide,1,Acceptable,Acceptable,0
308051530,Agnes Water - Miriam Vale,30013,Burnett,1,Good,Acceptable,0
308051531,Boyne Island - Tannum Sands,30028,Gladstone,1,Good,Acceptable,0
308051532,Callemondah,30028,Gladstone,1,Good,Acceptable,0
308051533,Clinton - New Auckland,30028,Gladstone,1,Good,Acceptable,0
308051534,Gladstone,30028,Gladstone,1,Good,Acceptable,0
308051535,Gladstone Hinterland,30015,Callide,0.5406375,Acceptable,Acceptable,0
308051535,Gladstone Hinterland,30028,Gladstone,0.4593625,Good,Acceptable,0
308051536,Kin Kora - Sun Valley,30028,Gladstone,1,Good,Acceptable,0
308051537,South Trees,30028,Gladstone,1,Good,Acceptable,0
308051538,Telina - Toolooa,30028,Gladstone,1,Good,Acceptable,0
308051539,West Gladstone,30028,Gladstone,1,Good,Acceptable,0
309011224,Broadbeach Waters,30082,Surfers Paradise,1,Acceptable,Acceptable,0
309011225,Burleigh Heads,30012,Burleigh,1,Acceptable,Acceptable,0
309011226,Burleigh Waters,30012,Burleigh,0.8072935,Acceptable,Acceptable,0
309011226,Burleigh Waters,30053,Mermaid Beach,0.1927065,Poor,Acceptable,0
309011227,Mermaid Beach - Broadbeach,30053,Mermaid Beach,0.5908518,Poor,Acceptable,0
309011227,Mermaid Beach - Broadbeach,30082,Surfers Paradise,0.4091482,Acceptable,Acceptable,0
309011228,Mermaid Waters,30053,Mermaid Beach,1,Poor,Acceptable,0
309011229,Miami,30053,Mermaid Beach,1,Poor,Acceptable,0
309021230,Coolangatta,30024,Currumbin,1,Good,Acceptable,0
309021231,Currumbin - Tugun,30024,Currumbin,1,Good,Acceptable,0
309021232,Currumbin Waters,30024,Currumbin,1,Good,Acceptable,0
309021233,Elanora,30024,Currumbin,1,Good,Acceptable,0
309021234,Palm Beach,30012,Burleigh,1,Acceptable,Acceptable,0
309031235,Arundel,30005,Bonney,1,Acceptable,Acceptable,0
309031236,Biggera Waters,30005,Bonney,0.8754407,Acceptable,Acceptable,0
309031236,Biggera Waters,30006,Broadwater,0.1245593,Acceptable,Acceptable,0
309031237,Coombabah,30005,Bonney,0.0986161,Acceptable,Acceptable,0
309031237,Coombabah,30006,Broadwater,0.9013839,Acceptable,Acceptable,0
309031238,Labrador,30005,Bonney,1,Acceptable,Acceptable,0
309031239,Paradise Point - Hollywell,30006,Broadwater,1,Acceptable,Acceptable,0
309031240,Runaway Bay,30006,Broadwater,1,Acceptable,Acceptable,0
309041241,Guanaba - Springbrook,30059,Mudgeeraba,0.7375118,Acceptable,Acceptable,0
309041241,Guanaba - Springbrook,30083,Theodore,0.2624882,Poor,Acceptable,0
309041242,Tamborine - Canungra,30075,Scenic Rim,1,Acceptable,Acceptable,0
309051243,Currumbin Valley - Tallebudgera,30012,Burleigh,0.1346127,Acceptable,Acceptable,0
309051243,Currumbin Valley - Tallebudgera,30024,Currumbin,0.8569828,Good,Acceptable,0
309051243,Currumbin Valley - Tallebudgera,30059,Mudgeeraba,0.0084045,Acceptable,Acceptable,1
309051244,Mudgeeraba - Bonogin,30059,Mudgeeraba,1,Acceptable,Acceptable,0
309051245,Reedy Creek - Andrews,30012,Burleigh,0.1649988,Acceptable,Acceptable,0
309051245,Reedy Creek - Andrews,30059,Mudgeeraba,0.8350012,Acceptable,Acceptable,0
309061246,Carrara,30027,Gaven,0.8275777,Acceptable,Acceptable,0
309061246,Carrara,30059,Mudgeeraba,0.1237461,Acceptable,Acceptable,0
309061246,Carrara,30082,Surfers Paradise,0.0486762,Acceptable,Acceptable,0
309061247,Highland Park,30027,Gaven,1,Acceptable,Acceptable,0
309061248,Nerang - Mount Nathan,30027,Gaven,0.8861087,Acceptable,Acceptable,0
309061248,Nerang - Mount Nathan,30059,Mudgeeraba,0.1138913,Acceptable,Acceptable,0
309061249,Pacific Pines - Gaven,30027,Gaven,0.6546119,Acceptable,Acceptable,0
309061249,Pacific Pines - Gaven,30083,Theodore,0.3453881,Poor,Acceptable,0
309061250,Worongary - Tallai,30059,Mudgeeraba,1,Acceptable,Acceptable,0
309071251,Coomera,30022,Coomera,0.8187899,Acceptable,Acceptable,0
309071251,Coomera,30083,Theodore,0.1812101,Poor,Acceptable,0
309071252,Helensvale,30005,Bonney,0,Acceptable,Acceptable,1
309071252,Helensvale,30006,Broadwater,0.2641375,Acceptable,Acceptable,0
309071252,Helensvale,30083,Theodore,0.7358625,Poor,Acceptable,0
309071253,Hope Island,30006,Broadwater,1,Acceptable,Acceptable,0
309071254,Jacobs Well - Alberton,30006,Broadwater,0,Acceptable,Acceptable,1
309071254,Jacobs Well - Alberton,30022,Coomera,1,Acceptable,Acceptable,0
309071255,Ormeau - Yatala,30022,Coomera,1,Acceptable,Acceptable,0
309071256,Oxenford - Maudsland,30083,Theodore,1,Poor,Acceptable,0
309071257,Pimpama,30022,Coomera,1,Acceptable,Acceptable,0
309071258,Upper Coomera - Willow Vale,30022,Coomera,0.4852177,Acceptable,Acceptable,0
309071258,Upper Coomera - Willow Vale,30083,Theodore,0.5147823,Poor,Acceptable,0
309081259,Clear Island Waters,30082,Surfers Paradise,1,Acceptable,Acceptable,0
309081260,Merrimac,30059,Mudgeeraba,1,Acceptable,Acceptable,0
309081261,Robina,30053,Mermaid Beach,0.6927917,Poor,Acceptable,0
309081261,Robina,30059,Mudgeeraba,0.3072083,Acceptable,Acceptable,0
309081262,Varsity Lakes,30012,Burleigh,0.6799187,Acceptable,Acceptable,0
309081262,Varsity Lakes,30053,Mermaid Beach,0.3200813,Poor,Acceptable,0
309091263,Ashmore,30078,Southport,1,Acceptable,Acceptable,0
309091264,Molendinar,30078,Southport,1,Acceptable,Acceptable,0
309091265,Parkwood,30005,Bonney,1,Acceptable,Acceptable,0
309091540,Southport - North,30005,Bonney,0.3393208,Acceptable,Acceptable,0
309091540,Southport - North,30078,Southport,0.6606792,Acceptable,Acceptable,0
309091541,Southport - South,30078,Southport,1,Acceptable,Acceptable,0
309101267,Benowa,30078,Southport,0.6797759,Acceptable,Acceptable,0
309101267,Benowa,30082,Surfers Paradise,0.3202241,Acceptable,Acceptable,0
309101268,Bundall,30078,Southport,0.3022538,Acceptable,Acceptable,0
309101268,Bundall,30082,Surfers Paradise,0.6977462,Acceptable,Acceptable,0
309101269,Main Beach,30082,Surfers Paradise,1,Acceptable,Acceptable,0
309101270,Surfers Paradise,30082,Surfers Paradise,1,Acceptable,Acceptable,0
310011271,Darra - Sumner,30036,Inala,0.0012173,Good,Acceptable,1
310011271,Darra - Sumner,30058,Mount Ommaney,0.9987827,Good,Acceptable,0
310011272,Durack,30036,Inala,1,Good,Acceptable,0
310011273,Forest Lake - Doolandella,30001,Algester,0.0224638,Poor,Acceptable,0
310011273,Forest Lake - Doolandella,30036,Inala,0.9775362,Good,Acceptable,0
310011274,Inala - Richlands,30036,Inala,1,Good,Acceptable,0
310011275,Oxley (Qld),30036,Inala,0.1219325,Good,Acceptable,0
310011275,Oxley (Qld),30058,Mount Ommaney,0.8780675,Good,Acceptable,0
310011276,Wacol,30036,Inala,1,Good,Acceptable,0
310021277,Boonah,30075,Scenic Rim,1,Acceptable,Acceptable,0
310021278,Esk,30063,Nanango,1,Good,Acceptable,0
310021279,Lake Manchester - England Creek,30056,Moggill,1,Good,Acceptable,0
310021280,Lockyer Valley - East,30043,Lockyer,1,Good,Acceptable,0
310021281,Lowood,30043,Lockyer,0.8041075,Good,Acceptable,0
310021281,Lowood,30063,Nanango,0.1958925,Good,Acceptable,0
310021282,Rosewood,30038,Ipswich West,0.7377271,Good,Acceptable,0
310021282,Rosewood,30075,Scenic Rim,0.2622729,Acceptable,Acceptable,0
310031283,Brassall,30038,Ipswich West,1,Good,Acceptable,0
310031284,Bundamba,30010,Bundamba,1,Good,Acceptable,0
310031285,Churchill - Yamanto,30037,Ipswich,0.2766524,Good,Acceptable,0
310031285,Churchill - Yamanto,30038,Ipswich West,0.7233476,Good,Acceptable,0
310031286,Ipswich - Central,30037,Ipswich,1,Good,Acceptable,0
310031287,Ipswich - East,30037,Ipswich,1,Good,Acceptable,0
310031288,Ipswich - North,30038,Ipswich West,1,Good,Acceptable,0
310031289,Karalee - Barellan Point,30038,Ipswich West,1,Good,Acceptable,0
310031290,Karana Downs,30056,Moggill,1,Good,Acceptable,0
310031291,Leichhardt - One Mile,30038,Ipswich West,1,Good,Acceptable,0
310031292,North Ipswich - Tivoli,30038,Ipswich West,1,Good,Acceptable,0
310031293,Raceview,30037,Ipswich,1,Good,Acceptable,0
310031294,Ripley,30037,Ipswich,1,Good,Acceptable,0
310031295,Riverview,30010,Bundamba,1,Good,Acceptable,0
310041296,Bellbird Park - Brookwater,30010,Bundamba,0.4499964,Good,Acceptable,0
310041296,Bellbird Park - Brookwater,30039,Jordan,0.5500036,Acceptable,Acceptable,0
310041297,Camira - Gailes,30039,Jordan,1,Acceptable,Acceptable,0
310041298,Carole Park,30039,Jordan,1,Acceptable,Acceptable,0
310041299,Collingwood Park - Redbank,30010,Bundamba,1,Good,Acceptable,0
310041300,Goodna,30010,Bundamba,1,Good,Acceptable,0
310041301,New Chum,30010,Bundamba,1,Good,Acceptable,0
310041302,Redbank Plains,30010,Bundamba,1,Good,Acceptable,0
310041303,Springfield,30039,Jordan,1,Acceptable,Acceptable,0
310041304,Springfield Lakes,30039,Jordan,1,Acceptable,Acceptable,0
311011305,Beaudesert,30075,Scenic Rim,1,Acceptable,Acceptable,0
311021306,Beenleigh,30046,Macalister,1,Good,Acceptable,0
311021307,Eagleby,30046,Macalister,1,Good,Acceptable,0
311021308,Edens Landing - Holmview,30046,Macalister,1,Good,Acceptable,0
311021309,Mount Warren Park,30046,Macalister,1,Good,Acceptable,0
311021310,Wolffdene - Bahrs Scrub,30044,Logan,0.1002469,Poor,Acceptable,0
311021310,Wolffdene - Bahrs Scrub,30046,Macalister,0.8997531,Good,Acceptable,0
311031311,Boronia Heights - Park Ridge,30044,Logan,1,Poor,Acceptable,0
311031312,Browns Plains,30001,Algester,0.5167885,Poor,Acceptable,0
311031312,Browns Plains,30093,Woodridge,0.4832115,Acceptable,Acceptable,0
