SA2_MAINCODE_2016,SA2_NAME_2016,LGA_CODE_2016,LGA_NAME_2016,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
501011001,Augusta,56300,Nannup (S),0,Poor,Good,1
501011002,Busselton,51260,Busselton (C),1,Good,Good,0
501011003,Busselton Region,51260,Busselton (C),1,Good,Good,0
501011004,Margaret River,50280,Augusta-Margaret River (S),1,Good,Good,0
501021005,Australind - Leschenault,52660,Dardanup (S),0,Good,Good,1
501021005,Australind - Leschenault,53990,Harvey (S),1,Good,Good,0
501021007,Capel,51260,Busselton (C),0.0146042,Good,Good,0
501021007,Capel,51400,Capel (S),0.9853958,Good,Good,0
501021008,College Grove - Carey Park,51190,Bunbury (C),1,Good,Good,0
501021009,Collie,51890,Collie (S),1,Good,Good,0
501021010,Dardanup,52660,Dardanup (S),1,Good,Good,0
501021011,Davenport,51190,Bunbury (C),1,Good,Good,0
501021012,Eaton - Pelican Point,51190,Bunbury (C),0.0739005,Good,Good,0
501021012,Eaton - Pelican Point,52660,Dardanup (S),0.9260995,Good,Good,0
501021014,Harvey,53990,Harvey (S),1,Good,Good,0
501021015,East Bunbury - Glen Iris,51190,Bunbury (C),1,Good,Good,0
501021016,Waroona,58820,Waroona (S),1,Good,Good,0
501021251,Dalyellup,51400,Capel (S),1,Good,Good,0
501021252,Gelorup - Stratham,51400,Capel (S),1,Good,Good,0
501021253,South Bunbury - Bunbury,51190,Bunbury (C),1,Good,Good,0
501021254,Withers - Usher,51190,Bunbury (C),1,Good,Good,0
501031017,Bridgetown - Boyup Brook,50770,Boyup Brook (S),0.2701638,Poor,Good,0
501031017,Bridgetown - Boyup Brook,50840,Bridgetown-Greenbushes (S),0.7298362,Poor,Good,0
501031018,Donnybrook - Balingup,52870,Donnybrook-Balingup (S),1,Good,Good,0
501031019,Manjimup,55180,Manjimup (S),1,Acceptable,Good,0
501031020,Pemberton,50280,Augusta-Margaret River (S),0,Good,Good,1
501031020,Pemberton,55180,Manjimup (S),0.7363075,Acceptable,Good,0
501031020,Pemberton,56300,Nannup (S),0.2636925,Poor,Good,0
502011021,Dawesville - Bouvard,55110,Mandurah (C),1,Good,Good,0
502011022,Falcon - Wannanup,55110,Mandurah (C),1,Good,Good,0
502011023,Greenfields,55110,Mandurah (C),1,Good,Good,0
502011024,Halls Head - Erskine,55110,Mandurah (C),1,Good,Good,0
502011025,Mandurah,55110,Mandurah (C),1,Good,Good,0
502011026,Mandurah - East,55110,Mandurah (C),0,Good,Good,1
502011026,Mandurah - East,56230,Murray (S),1,Good,Good,0
502011027,Mandurah - North,55110,Mandurah (C),0.9728693,Good,Good,0
502011027,Mandurah - North,56230,Murray (S),0.0271307,Good,Good,0
502011028,Mandurah - South,55110,Mandurah (C),1,Good,Good,0
502011029,Pinjarra,56230,Murray (S),1,Good,Good,0
503011030,City Beach,51310,Cambridge (T),1,Acceptable,Good,0
503011031,Claremont (WA),51750,Claremont (T),0.9580359,Acceptable,Good,0
503011031,Claremont (WA),52170,Cottesloe (T),0.0280581,Good,Good,0
503011031,Claremont (WA),56580,Nedlands (C),0.013906,Poor,Good,0
503011032,Cottesloe,52170,Cottesloe (T),1,Good,Good,0
503011033,Floreat,51310,Cambridge (T),0.8719644,Acceptable,Good,0
503011033,Floreat,56580,Nedlands (C),0.1280356,Poor,Good,0
503011034,Mosman Park - Peppermint Grove,55740,Mosman Park (T),0.8411386,Acceptable,Good,0
503011034,Mosman Park - Peppermint Grove,56930,Peppermint Grove (S),0.1588614,Poor,Good,0
503011035,Nedlands - Dalkeith - Crawley,56580,Nedlands (C),0.7427861,Poor,Good,0
503011035,Nedlands - Dalkeith - Crawley,57080,Perth (C),0.0868367,Poor,Good,0
503011035,Nedlands - Dalkeith - Crawley,57980,Subiaco (C),0.1703772,Acceptable,Good,0
503011036,Swanbourne - Mount Claremont,51310,Cambridge (T),0.0329175,Acceptable,Good,0
503011036,Swanbourne - Mount Claremont,51750,Claremont (T),0.2603373,Acceptable,Good,0
503011036,Swanbourne - Mount Claremont,56580,Nedlands (C),0.7067452,Poor,Good,0
503021037,Kings Park (WA),57080,Perth (C),1,Poor,Good,0
503021038,Mount Hawthorn - Leederville,58570,Vincent (C),1,Poor,Good,0
503021039,Mount Lawley - Inglewood,50420,Bayswater (C),0.0441541,Good,Good,0
503021039,Mount Lawley - Inglewood,57910,Stirling (C),0.7706405,Good,Good,0
503021039,Mount Lawley - Inglewood,58570,Vincent (C),0.1852054,Poor,Good,0
503021040,North Perth,58570,Vincent (C),1,Poor,Good,0
503021041,Perth City,57080,Perth (C),0.6439205,Poor,Good,0
503021041,Perth City,58570,Vincent (C),0.3560795,Poor,Good,0
503021042,Subiaco - Shenton Park,51310,Cambridge (T),0.0110753,Acceptable,Good,0
503021042,Subiaco - Shenton Park,56580,Nedlands (C),0.0057202,Poor,Good,1
503021042,Subiaco - Shenton Park,57980,Subiaco (C),0.9832045,Acceptable,Good,0
503021043,Wembley - West Leederville - Glendalough,51310,Cambridge (T),0.7169346,Acceptable,Good,0
503021043,Wembley - West Leederville - Glendalough,57910,Stirling (C),0.2830654,Good,Good,0
504011044,Bassendean - Eden Hill - Ashfield,50350,Bassendean (T),1,Good,Good,0
504011045,Bayswater - Embleton - Bedford,50420,Bayswater (C),1,Good,Good,0
504011046,Maylands,50420,Bayswater (C),1,Good,Good,0
504011047,Morley,50420,Bayswater (C),1,Good,Good,0
504011048,Noranda,50420,Bayswater (C),0.8247847,Good,Good,0
504011048,Noranda,58050,Swan (C),0.1752153,Good,Good,0
504021049,Chidlow,56090,Mundaring (S),1,Acceptable,Good,0
504021050,Glen Forrest - Darlington,56090,Mundaring (S),1,Acceptable,Good,0
504021051,Helena Valley - Koongamia,56090,Mundaring (S),0.814224,Acceptable,Good,0
504021051,Helena Valley - Koongamia,58050,Swan (C),0.185776,Good,Good,0
504021052,Malmalling - Reservoir,54200,Kalamunda (S),9e-07,Good,Good,1
504021052,Malmalling - Reservoir,56090,Mundaring (S),0.9999991,Acceptable,Good,0
504021053,Mundaring,56090,Mundaring (S),1,Acceptable,Good,0
504021054,Swan View - Greenmount - Midvale,56090,Mundaring (S),0.70795,Acceptable,Good,0
504021054,Swan View - Greenmount - Midvale,58050,Swan (C),0.29205,Good,Good,0
504031055,Avon Valley National Park,58050,Swan (C),1,Good,Good,0
504031056,Ballajura,58050,Swan (C),1,Good,Good,0
504031057,Beechboro,58050,Swan (C),1,Good,Good,0
504031058,Bullsbrook,58050,Swan (C),1,Good,Good,0
504031059,Ellenbrook,58050,Swan (C),1,Good,Good,0
504031060,Gidgegannup,58050,Swan (C),1,Good,Good,0
504031061,Hazelmere - Guildford,58050,Swan (C),1,Good,Good,0
504031062,Lockridge - Kiara,58050,Swan (C),1,Good,Good,0
504031063,Malaga,58050,Swan (C),1,Good,Good,0
504031064,Melaleuca - Lexia,58050,Swan (C),1,Good,Good,0
504031065,Middle Swan - Herne Hill,58050,Swan (C),1,Good,Good,0
504031066,Midland - Guildford,56090,Mundaring (S),0.0613583,Acceptable,Good,0
504031066,Midland - Guildford,58050,Swan (C),0.9386417,Good,Good,0
504031067,Stratton - Jane Brook,58050,Swan (C),1,Good,Good,0
504031068,The Vines,58050,Swan (C),1,Good,Good,0
504031069,Walyunga National Park,58050,Swan (C),1,Good,Good,0
505011070,Craigie - Beldon,54170,Joondalup (C),1,Good,Good,0
505011071,Currambine - Kinross,54170,Joondalup (C),1,Good,Good,0
505011072,Duncraig,54170,Joondalup (C),1,Good,Good,0
505011073,Greenwood - Warwick,54170,Joondalup (C),1,Good,Good,0
505011074,Heathridge - Connolly,54170,Joondalup (C),1,Good,Good,0
505011075,Hillarys,54170,Joondalup (C),1,Good,Good,0
505011076,Iluka - Burns Beach,54170,Joondalup (C),1,Good,Good,0
505011077,Joondalup - Edgewater,54170,Joondalup (C),1,Good,Good,0
505011077,Joondalup - Edgewater,58760,Wanneroo (C),0,Good,Good,1
505011078,Kingsley,54170,Joondalup (C),1,Good,Good,0
505011079,Mullaloo - Kallaroo,54170,Joondalup (C),1,Good,Good,0
505011080,Ocean Reef,54170,Joondalup (C),1,Good,Good,0
505011081,Padbury,54170,Joondalup (C),1,Good,Good,0
505011082,Sorrento - Marmion,54170,Joondalup (C),1,Good,Good,0
505011083,Woodvale,54170,Joondalup (C),0.9686291,Good,Good,0
505011083,Woodvale,58760,Wanneroo (C),0.0313709,Good,Good,0
505021084,Balcatta - Hamersley,57910,Stirling (C),1,Good,Good,0
505021085,Balga - Mirrabooka,57910,Stirling (C),1,Good,Good,0
505021086,Dianella,57910,Stirling (C),1,Good,Good,0
505021087,Herdsman,57910,Stirling (C),1,Good,Good,0
505021088,Innaloo - Doubleview,57910,Stirling (C),1,Good,Good,0
505021089,Karrinyup - Gwelup - Carine,57910,Stirling (C),1,Good,Good,0
505021090,Nollamara - Westminster,57910,Stirling (C),1,Good,Good,0
505021091,Osborne Park Industrial,57910,Stirling (C),1,Good,Good,0
505021092,Scarborough,57910,Stirling (C),1,Good,Good,0
505021093,Stirling - Osborne Park,57910,Stirling (C),1,Good,Good,0
505021093,Stirling - Osborne Park,58570,Vincent (C),0,Poor,Good,1
505021094,Trigg - North Beach - Watermans Bay,54170,Joondalup (C),0,Good,Good,1
505021094,Trigg - North Beach - Watermans Bay,57910,Stirling (C),1,Good,Good,0
505021095,Tuart Hill - Joondanna,57910,Stirling (C),1,Good,Good,0
505021096,Wembley Downs - Churchlands - Woodlands,51310,Cambridge (T),0,Acceptable,Good,1
505021096,Wembley Downs - Churchlands - Woodlands,57910,Stirling (C),1,Good,Good,0
505021097,Yokine - Coolbinia - Menora,57910,Stirling (C),1,Good,Good,0
505031098,Alexander Heights - Koondoola,58760,Wanneroo (C),1,Good,Good,0
505031099,Butler - Merriwa - Ridgewood,58760,Wanneroo (C),1,Good,Good,0
505031100,Carramar,58760,Wanneroo (C),1,Good,Good,0
505031101,Clarkson,58760,Wanneroo (C),1,Good,Good,0
505031102,Girrawheen,58760,Wanneroo (C),1,Good,Good,0
505031103,Madeley - Darch - Landsdale,58760,Wanneroo (C),1,Good,Good,0
505031104,Marangaroo,58760,Wanneroo (C),1,Good,Good,0
505031105,Mindarie - Quinns Rocks - Jindalee,58760,Wanneroo (C),1,Good,Good,0
505031106,Neerabup National Park,58760,Wanneroo (C),1,Good,Good,0
505031107,Tapping - Ashby - Sinagra,58760,Wanneroo (C),1,Good,Good,0
505031108,Wanneroo,58050,Swan (C),0.0011341,Good,Good,1
505031108,Wanneroo,58760,Wanneroo (C),0.9988659,Good,Good,0
505031255,Alkimos - Eglinton,58760,Wanneroo (C),1,Good,Good,0
505031256,Carabooda - Pinjar,58760,Wanneroo (C),1,Good,Good,0
505031257,Two Rocks,58760,Wanneroo (C),1,Good,Good,0
505031258,Yanchep,58760,Wanneroo (C),1,Good,Good,0
506011110,Armadale - Wungong - Brookdale,50210,Armadale (C),1,Good,Good,0
506011111,Ashendon - Lesley,50210,Armadale (C),1,Good,Good,0
506011112,Camillo - Champion Lakes,50210,Armadale (C),1,Good,Good,0
506011113,Forrestdale - Harrisdale - Piara Waters,50210,Armadale (C),1,Good,Good,0
506011114,Kelmscott,50210,Armadale (C),1,Good,Good,0
506011115,Mount Nasura - Mount Richon - Bedfordale,50210,Armadale (C),1,Good,Good,0
506011116,Roleystone,50210,Armadale (C),1,Good,Good,0
506011117,Seville Grove,50210,Armadale (C),1,Good,Good,0
506021118,Belmont - Ascot - Redcliffe,50490,Belmont (C),1,Good,Good,0
506021118,Belmont - Ascot - Redcliffe,58050,Swan (C),0,Good,Good,1
506021119,East Victoria Park - Carlisle,58510,Victoria Park (T),1,Good,Good,0
506021120,Kewdale Commercial,50490,Belmont (C),1,Good,Good,0
506021121,Perth Airport,50490,Belmont (C),0.9999961,Good,Good,0
506021121,Perth Airport,54200,Kalamunda (S),7e-07,Good,Good,1
506021121,Perth Airport,58050,Swan (C),3.2e-06,Good,Good,1
506021122,Rivervale - Kewdale - Cloverdale,50490,Belmont (C),1,Good,Good,0
506021123,Victoria Park - Lathlain - Burswood,58510,Victoria Park (T),1,Good,Good,0
506031124,Bentley - Wilson - St James,51330,Canning (C),0.8070683,Good,Good,0
506031124,Bentley - Wilson - St James,58510,Victoria Park (T),0.1929317,Good,Good,0
506031125,Canning Vale - West,51330,Canning (C),1,Good,Good,0
506031126,Canning Vale Commercial,51330,Canning (C),1,Good,Good,0
506031127,Cannington - Queens Park,51330,Canning (C),1,Good,Good,0
506031128,Parkwood - Ferndale - Lynwood,51330,Canning (C),1,Good,Good,0
506031129,Riverton - Shelley - Rossmoyne,51330,Canning (C),1,Good,Good,0
506031130,Welshpool,51330,Canning (C),0.3685294,Good,Good,0
506031130,Welshpool,58510,Victoria Park (T),0.6314706,Good,Good,0
506031131,Willetton,51330,Canning (C),1,Good,Good,0
506041132,Beckenham - Kenwick - Langford,53780,Gosnells (C),1,Good,Good,0
506041133,Canning Vale - East,53780,Gosnells (C),1,Good,Good,0
506041134,Gosnells,53780,Gosnells (C),1,Good,Good,0
506041135,Huntingdale - Southern River,53780,Gosnells (C),1,Good,Good,0
506041136,Maddington - Orange Grove - Martin,53780,Gosnells (C),1,Good,Good,0
506041137,Thornlie,53780,Gosnells (C),1,Good,Good,0
506051138,Forrestfield - Wattle Grove,54200,Kalamunda (S),1,Good,Good,0
506051139,High Wycombe,54200,Kalamunda (S),1,Good,Good,0
506051140,Kalamunda - Maida Vale - Gooseberry Hill,54200,Kalamunda (S),1,Good,Good,0
506051141,Lesmurdie - Bickley - Carmel,54200,Kalamunda (S),1,Good,Good,0
506061142,Byford,57700,Serpentine-Jarrahdale (S),1,Good,Good,0
506061143,Mundijong,57700,Serpentine-Jarrahdale (S),1,Good,Good,0
506061144,Serpentine - Jarrahdale,56230,Murray (S),0.0093076,Good,Good,1
506061144,Serpentine - Jarrahdale,57700,Serpentine-Jarrahdale (S),0.9906924,Good,Good,0
506071145,Como,57840,South Perth (C),1,Good,Good,0
506071146,Manning - Waterford,57840,South Perth (C),1,Good,Good,0
506071147,South Perth - Kensington,57840,South Perth (C),0.996802,Good,Good,0
506071147,South Perth - Kensington,58510,Victoria Park (T),0.003198,Good,Good,1
507011148,Banjup,51820,Cockburn (C),1,Good,Good,0
507011150,Bibra Industrial,51820,Cockburn (C),1,Good,Good,0
507011151,Bibra Lake,51820,Cockburn (C),1,Good,Good,0
507011152,Coogee,51820,Cockburn (C),1,Good,Good,0
507011153,Coolbellup,51820,Cockburn (C),1,Good,Good,0
507011154,Hamilton Hill,51820,Cockburn (C),1,Good,Good,0
507011155,Henderson,51820,Cockburn (C),1,Good,Good,0
507011158,North Coogee,51820,Cockburn (C),1,Good,Good,0
507011159,South Lake - Cockburn Central,51820,Cockburn (C),1,Good,Good,0
507011160,Spearwood,51820,Cockburn (C),1,Good,Good,0
507011161,Success - Hammond Park,51820,Cockburn (C),1,Good,Good,0
507011163,Yangebup,51820,Cockburn (C),1,Good,Good,0
507011259,Beeliar - Wattleup,51820,Cockburn (C),1,Good,Good,0
507011260,Jandakot,51820,Cockburn (C),1,Good,Good,0
507011260,Jandakot,55320,Melville (C),0,Good,Good,1
507021164,East Fremantle,53150,East Fremantle (T),1,Good,Good,0
507021165,Fremantle,51820,Cockburn (C),0.0224508,Good,Good,0
507021165,Fremantle,53430,Fremantle (C),0.9775492,Good,Good,0
507021166,Fremantle - South,53430,Fremantle (C),1,Good,Good,0
507021167,O'Connor (WA),53430,Fremantle (C),1,Good,Good,0
507031169,Bertram - Wellard (West),54830,Kwinana (C),1,Good,Good,0
507031170,Calista,54830,Kwinana (C),1,Good,Good,0
507031172,Hope Valley - Postans,54830,Kwinana (C),1,Good,Good,0
507031173,Kwinana Industrial,54830,Kwinana (C),1,Good,Good,0
507031174,Parmelia - Orelia,54830,Kwinana (C),1,Good,Good,0
507031261,Casuarina - Wandi,54830,Kwinana (C),1,Good,Good,0
507041175,Applecross - Ardross,55320,Melville (C),1,Good,Good,0
507041176,Bateman,55320,Melville (C),1,Good,Good,0
507041177,Bicton - Palmyra,55320,Melville (C),1,Good,Good,0
507041178,Booragoon,55320,Melville (C),1,Good,Good,0
507041179,Bull Creek,55320,Melville (C),1,Good,Good,0
507041180,Leeming,51330,Canning (C),0.0454206,Good,Good,0
507041180,Leeming,51820,Cockburn (C),0.1956724,Good,Good,0
507041180,Leeming,55320,Melville (C),0.7589069,Good,Good,0
507041181,Melville,55320,Melville (C),1,Good,Good,0
507041182,Murdoch - Kardinya,55320,Melville (C),1,Good,Good,0
507041183,Willagee,55320,Melville (C),1,Good,Good,0
507041184,Winthrop,55320,Melville (C),1,Good,Good,0
507051185,Baldivis,57490,Rockingham (C),1,Good,Good,0
507051186,Cooloongup,57490,Rockingham (C),1,Good,Good,0
507051187,Port Kennedy,57490,Rockingham (C),1,Good,Good,0
507051188,Rockingham,51820,Cockburn (C),0,Good,Good,1
507051188,Rockingham,57490,Rockingham (C),1,Good,Good,0
507051189,Rockingham Lakes,57490,Rockingham (C),1,Good,Good,0
507051190,Safety Bay - Shoalwater,57490,Rockingham (C),1,Good,Good,0
507051191,Singleton - Golden Bay - Secret Harbour,57490,Rockingham (C),1,Good,Good,0
507051192,Waikiki,57490,Rockingham (C),1,Good,Good,0
507051193,Warnbro,57490,Rockingham (C),1,Good,Good,0
509011225,Albany,50080,Albany (C),1,Good,Good,0
509011226,Albany Region,50080,Albany (C),1,Good,Good,0
509011227,Bayonet Head - Lower King,50080,Albany (C),1,Good,Good,0
509011228,Denmark,52730,Denmark (S),1,Good,Good,0
509011229,Gnowangerup,50080,Albany (C),0,Good,Good,1
509011229,Gnowangerup,53640,Gnowangerup (S),0.4178436,Poor,Good,0
509011229,Gnowangerup,54130,Jerramungup (S),0.3868412,Poor,Good,0
509011229,Gnowangerup,54480,Kent (S),0.1953152,Poor,Good,0
509011230,Katanning,54340,Katanning (S),0.9111502,Good,Good,0
509011230,Katanning,59320,Woodanilling (S),0.0888498,Poor,Good,0
509011231,Kojonup,51080,Broomehill-Tambellup (S),0.2705406,Poor,Good,0
509011231,Kojonup,52240,Cranbrook (S),0.2603002,Poor,Good,0
509011231,Kojonup,54550,Kojonup (S),0.4691592,Poor,Good,0
509011232,Little Grove - Elleker,50080,Albany (C),1,Good,Good,0
509011233,McKail - Willyung,50080,Albany (C),1,Good,Good,0
509011234,Plantagenet,57210,Plantagenet (S),1,Good,Good,0
509011235,Stirling Range National Park,52240,Cranbrook (S),0.2,Poor,Good,0
509011235,Stirling Range National Park,53640,Gnowangerup (S),0.1,Poor,Good,0
509011235,Stirling Range National Park,57210,Plantagenet (S),0.7,Good,Good,0
509021236,Chittering,51680,Chittering (S),1,Good,Good,0
509021237,Cunderdin,52450,Cunderdin (S),0.3536168,Poor,Good,0
509021237,Cunderdin,54410,Kellerberrin (S),0.2954546,Poor,Good,0
509021237,Cunderdin,57350,Quairading (S),0.2487781,Poor,Good,0
509021237,Cunderdin,58190,Tammin (S),0.1021505,Poor,Good,0
509021238,Dowerin,52940,Dowerin (S),0.1696024,Poor,Good,0
509021238,Dowerin,53710,Goomalling (S),0.2594363,Poor,Good,0
509021238,Dowerin,54690,Koorda (S),0.1041772,Poor,Good,0
509021238,Dowerin,59310,Wongan-Ballidu (S),0.3397081,Poor,Good,0
509021238,Dowerin,59330,Wyalkatchem (S),0.127076,Poor,Good,0
509021239,Gingin - Dandaragan,52590,Dandaragan (S),0.3789225,Poor,Good,0
509021239,Gingin - Dandaragan,53570,Gingin (S),0.6210775,Poor,Good,0
509021240,Merredin,51120,Bruce Rock (S),0.1784453,Poor,Good,0
509021240,Merredin,55460,Merredin (S),0.6617589,Poor,Good,0
509021240,Merredin,56370,Narembeen (S),0.1597959,Poor,Good,0
509021241,Moora,52520,Dalwallinu (S),0.3009424,Poor,Good,0
509021241,Moora,55600,Moora (S),0.5109948,Poor,Good,0
509021241,Moora,58540,Victoria Plains (S),0.1880628,Poor,Good,0
509021242,Mukinbudin,55880,Mount Marshall (S),0.1605636,Poor,Good,0
509021242,Mukinbudin,55950,Mukinbudin (S),0.1715179,Poor,Good,0
509021242,Mukinbudin,56860,Nungarin (S),0.0820032,Poor,Good,0
509021242,Mukinbudin,58400,Trayning (S),0.1079812,Poor,Good,0
509021242,Mukinbudin,59030,Westonia (S),0.0998435,Poor,Good,0
509021242,Mukinbudin,59360,Yilgarn (S),0.3780906,Poor,Good,0
509021243,Northam,56730,Northam (S),1,Good,Good,0
509021244,Toodyay,58330,Toodyay (S),1,Good,Good,0
509021245,York - Beverley,50560,Beverley (S),0.3256075,Poor,Good,0
509021245,York - Beverley,59370,York (S),0.6743925,Poor,Good,0
509031246,Brookton,50910,Brookton (S),0.2607288,Poor,Good,0
509031246,Brookton,52100,Corrigin (S),0.308502,Poor,Good,0
509031246,Brookton,57140,Pingelly (S),0.3087719,Poor,Good,0
509031246,Brookton,58680,Wandering (S),0.1219973,Poor,Good,0
509031247,Kulin,53010,Dumbleyung (S),0.1585509,Poor,Good,0
509031247,Kulin,54620,Kondinin (S),0.2018349,Poor,Good,0
509031247,Kulin,54760,Kulin (S),0.1766644,Poor,Good,0
509031247,Kulin,54900,Lake Grace (S),0.2959303,Poor,Good,0
509031247,Kulin,59100,Wickepin (S),0.1670195,Poor,Good,0
509031248,Murray,50630,Boddington (S),0.7175009,Poor,Good,0
509031248,Murray,56230,Murray (S),0.2824991,Good,Good,0
509031249,Narrogin,56460,Narrogin (S),1,Good,Good,0
509031250,Wagin,52310,Cuballing (S),0.1758733,Poor,Good,0
509031250,Wagin,56460,Narrogin (S),0.0897645,Good,Good,0
509031250,Wagin,58610,Wagin (S),0.3736799,Poor,Good,0
509031250,Wagin,58890,West Arthur (S),0.1647035,Poor,Good,0
509031250,Wagin,59170,Williams (S),0.1959789,Poor,Good,0
510011262,Broome,50980,Broome (S),1,Good,Good,0
510011263,Derby - West Kimberley,52800,Derby-West Kimberley (S),1,Good,Good,0
510011264,Halls Creek,52800,Derby-West Kimberley (S),0.0009193,Good,Good,1
510011264,Halls Creek,53920,Halls Creek (S),0.9990807,Good,Good,0
510011264,Halls Creek,59340,Wyndham-East Kimberley (S),0,Good,Good,1
510011265,Kununurra,52800,Derby-West Kimberley (S),0.0004196,Good,Good,1
510011265,Kununurra,53920,Halls Creek (S),0,Good,Good,1
510011265,Kununurra,59340,Wyndham-East Kimberley (S),0.9995804,Good,Good,0
510011266,Roebuck,50980,Broome (S),0.992876,Good,Good,0
510011266,Roebuck,52800,Derby-West Kimberley (S),0.007124,Good,Good,1
510021267,East Pilbara,53220,East Pilbara (S),0.9055838,Good,Good,0
510021267,East Pilbara,57280,Port Hedland (T),0.0944162,Good,Good,0
510021268,Newman,53220,East Pilbara (S),1,Good,Good,0
510021269,Port Hedland,57280,Port Hedland (T),1,Good,Good,0
510021270,South Hedland,57280,Port Hedland (T),1,Good,Good,0
510031271,Ashburton (WA),50250,Ashburton (S),1,Good,Good,0
510031271,Ashburton (WA),53360,Exmouth (S),0,Poor,Good,1
510031271,Ashburton (WA),54310,Karratha (C),0,Good,Good,1
510031272,Karratha,54310,Karratha (C),1,Good,Good,0
510031273,Roebourne,50250,Ashburton (S),0,Good,Good,1
510031273,Roebourne,54310,Karratha (C),1,Good,Good,0
510031273,Roebourne,57280,Port Hedland (T),0,Good,Good,1
511011274,Esperance,53290,Esperance (S),1,Good,Good,0
511011275,Esperance Region,53290,Esperance (S),0.5546939,Good,Good,0
511011275,Esperance Region,54130,Jerramungup (S),0,Poor,Good,1
511011275,Esperance Region,57420,Ravensthorpe (S),0.4453061,Poor,Good,0
511021276,Carnarvon,51540,Carnarvon (S),1,Good,Good,0
511021277,Exmouth,51540,Carnarvon (S),0.0843557,Good,Good,0
511021277,Exmouth,53360,Exmouth (S),0.6344198,Poor,Good,0
511021277,Exmouth,57770,Shark Bay (S),0.2176657,Poor,Good,0
511021277,Exmouth,58470,Upper Gascoyne (S),0.0635588,Poor,Good,0
511031278,Boulder,54280,Kalgoorlie/Boulder (C),1,Good,Good,0
511031279,Kalgoorlie,54280,Kalgoorlie/Boulder (C),1,Good,Good,0
511031280,Kalgoorlie - North,54280,Kalgoorlie/Boulder (C),1,Good,Good,0
511031281,Kalgoorlie Airport,54280,Kalgoorlie/Boulder (C),1,Good,Good,0
511031282,Kambalda - Coolgardie - Norseman,51960,Coolgardie (S),0.8015916,Acceptable,Good,0
511031282,Kambalda - Coolgardie - Norseman,53080,Dundas (S),0.1637007,Poor,Good,0
511031282,Kambalda - Coolgardie - Norseman,54280,Kalgoorlie/Boulder (C),0.0347077,Good,Good,0
511031283,Leinster - Leonora,54970,Laverton (S),0.2466638,Poor,Good,0
511031283,Leinster - Leonora,55040,Leonora (S),0.3032716,Poor,Good,0
511031283,Leinster - Leonora,55390,Menzies (S),0.1033147,Poor,Good,0
511031283,Leinster - Leonora,56620,Ngaanyatjarraku (S),0.3467498,Poor,Good,0
511031284,Trafalgar (WA),54280,Kalgoorlie/Boulder (C),1,Good,Good,0
511041285,Geraldton,53800,Greater Geraldton (C),1,Good,Good,0
511041286,Geraldton - East,53800,Greater Geraldton (C),1,Good,Good,0
511041287,Geraldton - North,51610,Chapman Valley (S),0.0932049,Poor,Good,0
511041287,Geraldton - North,53800,Greater Geraldton (C),0.9067951,Good,Good,0
511041288,Geraldton - South,53800,Greater Geraldton (C),1,Good,Good,0
511041289,Irwin,54060,Irwin (S),1,Good,Good,0
511041290,Meekatharra,52380,Cue (S),0.0574117,Poor,Good,0
511041290,Meekatharra,55250,Meekatharra (S),0.3532273,Poor,Good,0
511041290,Meekatharra,55810,Mount Magnet (S),0.1543951,Poor,Good,0
511041290,Meekatharra,56160,Murchison (S),0.0512488,Poor,Good,0
511041290,Meekatharra,57630,Sandstone (S),0.0301655,Poor,Good,0
511041290,Meekatharra,59250,Wiluna (S),0.2426208,Poor,Good,0
511041290,Meekatharra,59350,Yalgoo (S),0.1109309,Poor,Good,0
511041291,Morawa,51470,Carnamah (S),0.1382926,Poor,Good,0
511041291,Morawa,52030,Coorow (S),0.2608588,Poor,Good,0
511041291,Morawa,55530,Mingenew (S),0.1135796,Poor,Good,0
511041291,Morawa,55670,Morawa (S),0.1847229,Poor,Good,0
511041291,Morawa,57000,Perenjori (S),0.1540189,Poor,Good,0
511041291,Morawa,58260,Three Springs (S),0.1485272,Poor,Good,0
511041292,Northampton - Mullewa - Greenough,51610,Chapman Valley (S),0.1160286,Poor,Good,0
511041292,Northampton - Mullewa - Greenough,53800,Greater Geraldton (C),0.3232647,Good,Good,0
511041292,Northampton - Mullewa - Greenough,56790,Northampton (S),0.5607067,Poor,Good,0
601011001,Bridgewater - Gagebrook,60410,Brighton (M),1,Good,Good,0
601011002,Brighton - Pontville,60410,Brighton (M),1,Good,Good,0
601011003,Old Beach - Otago,60410,Brighton (M),0.8716342,Good,Good,0
601011003,Old Beach - Otago,61410,Clarence (C),0.1283658,Good,Good,0
601021004,Bellerive - Rosny,61410,Clarence (C),1,Good,Good,0
601021005,Cambridge,61410,Clarence (C),1,Good,Good,0
601021005,Cambridge,64810,Sorell (M),0,Good,Good,1
601021006,Geilston Bay - Risdon,61410,Clarence (C),1,Good,Good,0
601021007,Howrah - Tranmere,61410,Clarence (C),1,Good,Good,0
601021008,Lindisfarne - Rose Bay,61410,Clarence (C),1,Good,Good,0
601021009,Mornington - Warrane,61410,Clarence (C),1,Good,Good,0
601021010,Risdon Vale,61410,Clarence (C),1,Good,Good,0
601021011,Rokeby,61410,Clarence (C),1,Good,Good,0
601021012,South Arm,61410,Clarence (C),1,Good,Good,0
601031013,Austins Ferry - Granton,61510,Derwent Valley (M),0.0970168,Good,Good,0
