SA2_MAINCODE_2016,SA2_NAME_2016,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
202011023,Maiden Gully,202011023,Maiden Gully,1,Good,Good,0
202011024,Strathfieldsaye,202011024,Strathfieldsaye,1,Good,Good,0
202011025,White Hills - Ascot,202011025,White Hills - Ascot,1,Good,Good,0
202021026,Bendigo Region - South,202021026,Bendigo Surrounds - South,1,Good,Good,0
202021027,Castlemaine,202021027,Castlemaine,1,Good,Good,0
202021028,Castlemaine Region,202021028,Castlemaine Surrounds,1,Good,Good,0
202021029,Heathcote,202021029,Heathcote,1,Good,Good,0
202021030,Kyneton,202021030,Kyneton,1,Good,Good,0
202021031,Woodend,202021031,Woodend,1,Good,Good,0
202031032,Bendigo Region - North,202031032,Bendigo Surrounds - North,1,Good,Good,0
202031033,Loddon,202031033,Loddon,1,Good,Good,0
203011034,Bannockburn,203011034,Bannockburn,1,Good,Good,0
203011035,Golden Plains - South,203011035,Golden Plains - South,1,Good,Good,0
203011036,Winchelsea,203011036,Winchelsea,1,Good,Good,0
203021037,Belmont,203021037,Belmont,1,Good,Good,0
203021038,Corio - Norlane,203021486,Corio - Lovely Banks,0.6694257,Poor,Good,0
203021038,Corio - Norlane,203021488,Norlane,0.3305743,Poor,Good,0
203021039,Geelong,203021039,Geelong,1,Good,Good,0
203021040,Geelong West - Hamlyn Heights,203021040,Geelong West - Hamlyn Heights,1,Good,Good,0
203021041,Grovedale,203021485,Charlemont,0.1532204,Poor,Good,0
203021041,Grovedale,203021487,Grovedale - Mount Duneed,0.8467796,Acceptable,Good,0
203021042,Highton,203021042,Highton,1,Good,Good,0
203021043,Lara,203021043,Lara,1,Good,Good,0
203021044,Leopold,203021044,Leopold,1,Good,Good,0
203021045,Newcomb - Moolap,203021045,Newcomb - Moolap,1,Good,Good,0
203021046,Newtown (Vic.),203021046,Newtown (Vic.),1,Good,Good,0
203021047,North Geelong - Bell Park,203021047,North Geelong - Bell Park,1,Good,Good,0
203031048,Clifton Springs,203031048,Clifton Springs,1,Good,Good,0
203031049,Lorne - Anglesea,203031049,Lorne - Anglesea,1,Good,Good,0
203031050,Ocean Grove - Barwon Heads,203031489,Barwon Heads - Armstrong Creek,0.3298878,Poor,Good,0
203031050,Ocean Grove - Barwon Heads,203031490,Ocean Grove,0.6701122,Poor,Good,0
203031051,Portarlington,203031051,Portarlington,1,Good,Good,0
203031052,Point Lonsdale - Queenscliff,203031052,Point Lonsdale - Queenscliff,1,Good,Good,0
203031053,Torquay,203031053,Torquay,1,Good,Good,0
204011054,Alexandra,204011054,Alexandra,1,Good,Good,0
204011055,Euroa,204011055,Euroa,1,Good,Good,0
204011056,Kilmore - Broadford,204011056,Kilmore - Broadford,1,Good,Good,0
204011057,Mansfield (Vic.),204011057,Mansfield (Vic.),1,Good,Good,0
204011058,Nagambie,204011058,Nagambie,1,Good,Good,0
204011059,Seymour,204011059,Seymour,1,Good,Good,0
204011060,Seymour Region,204011060,Seymour Surrounds,1,Good,Good,0
204011061,Upper Yarra Valley,204011061,Upper Yarra Valley,1,Good,Good,0
204011062,Yea,204011062,Yea,1,Good,Good,0
204021063,Benalla,204021063,Benalla,1,Good,Good,0
204021064,Benalla Region,204021064,Benalla Surrounds,1,Good,Good,0
204021065,Rutherglen,204021065,Rutherglen,1,Good,Good,0
204021066,Wangaratta,204021066,Wangaratta,1,Good,Good,0
204021067,Wangaratta Region,204021067,Wangaratta Surrounds,1,Good,Good,0
204031068,Beechworth,204031068,Beechworth,1,Good,Good,0
204031069,Bright - Mount Beauty,204031069,Bright - Mount Beauty,1,Good,Good,0
204031070,Chiltern - Indigo Valley,204031070,Chiltern - Indigo Valley,1,Good,Good,0
204031071,Myrtleford,204031071,Myrtleford,1,Good,Good,0
204031072,Towong,204031072,Towong,1,Good,Good,0
204031073,West Wodonga,204031073,West Wodonga,1,Good,Good,0
204031074,Wodonga,204031491,Baranduda - Leneva,0.3693245,Poor,Good,0
204031074,Wodonga,204031492,Wodonga,0.6306755,Poor,Good,0
204031075,Yackandandah,204031075,Yackandandah,1,Good,Good,0
205011076,Drouin,205011076,Drouin,1,Good,Good,0
205011077,Mount Baw Baw Region,205011077,Mount Baw Baw Region,1,Good,Good,0
205011078,Trafalgar (Vic.),205011078,Trafalgar (Vic.),1,Good,Good,0
205011079,Warragul,205011079,Warragul,1,Good,Good,0
205021080,Alps - East,205021080,Alps - East,1,Good,Good,0
205021081,Bairnsdale,205021081,Bairnsdale,1,Good,Good,0
205021082,Bruthen - Omeo,205021082,Bruthen - Omeo,1,Good,Good,0
205021083,Lake King,205021083,Lake King,1,Good,Good,0
205021084,Lakes Entrance,205021084,Lakes Entrance,1,Good,Good,0
205021085,Orbost,205021085,Orbost,1,Good,Good,0
205021086,Paynesville,205021086,Paynesville,1,Good,Good,0
205031087,Foster,205031087,Foster,1,Good,Good,0
205031088,French Island,205031088,French Island,1,Good,Good,0
205031089,Korumburra,205031089,Korumburra,1,Good,Good,0
205031090,Leongatha,205031090,Leongatha,1,Good,Good,0
205031091,Phillip Island,205031091,Phillip Island,1,Good,Good,0
205031092,Wilsons Promontory,205031092,Wilsons Promontory,1,Good,Good,0
205031093,Wonthaggi - Inverloch,205031093,Wonthaggi - Inverloch,1,Good,Good,0
205041094,Churchill,205041094,Churchill,1,Good,Good,0
205041095,Moe - Newborough,205041095,Moe - Newborough,1,Good,Good,0
205041096,Morwell,205041096,Morwell,1,Good,Good,0
205041097,Traralgon,205041493,Traralgon - East,0.4238406,Poor,Good,0
205041097,Traralgon,205041494,Traralgon - West,0.5761594,Poor,Good,0
205041098,Yallourn North - Glengarry,205041098,Yallourn North - Glengarry,1,Good,Good,0
205051099,Alps - West,205051099,Alps - West,1,Good,Good,0
205051100,Longford - Loch Sport,205051100,Longford - Loch Sport,1,Good,Good,0
205051101,Maffra,205051101,Maffra,1,Good,Good,0
205051102,Rosedale,205051102,Rosedale,1,Good,Good,0
205051103,Sale,205051103,Sale,1,Good,Good,0
205051104,Yarram,205051104,Yarram,1,Good,Good,0
206011105,Brunswick,206011495,Brunswick - North,0.4937474,Poor,Good,0
206011105,Brunswick,206011496,Brunswick - South,0.5062526,Poor,Good,0
206011106,Brunswick East,206011106,Brunswick East,1,Good,Good,0
206011107,Brunswick West,206011107,Brunswick West,1,Good,Good,0
206011108,Coburg,206011497,Coburg - East,0.4777148,Poor,Good,0
206011108,Coburg,206011498,Coburg - West,0.5222852,Poor,Good,0
206011109,Pascoe Vale South,206011109,Pascoe Vale South,1,Good,Good,0
206021110,Alphington - Fairfield,206021110,Alphington - Fairfield,1,Good,Good,0
206021111,Northcote,206021499,Northcote - East,0.6041131,Poor,Good,0
206021111,Northcote,206021500,Northcote - West,0.3958869,Poor,Good,0
206021112,Thornbury,206021112,Thornbury,1,Good,Good,0
206031113,Ascot Vale,206031113,Ascot Vale,1,Good,Good,0
206031114,Essendon - Aberfeldie,206031501,Essendon (West) - Aberfeldie,0.5768626,Poor,Good,0
206031114,Essendon - Aberfeldie,206031502,Essendon - East,0.4231374,Poor,Good,0
206031115,Flemington,206031115,Flemington,1,Good,Good,0
206031116,Moonee Ponds,206031116,Moonee Ponds,1,Good,Good,0
206041117,Carlton,206041117,Carlton,1,Good,Good,0
206041118,Docklands,206041118,Docklands,1,Good,Good,0
206041119,East Melbourne,206041119,East Melbourne,1,Good,Good,0
206041120,Flemington Racecourse,206041120,Flemington Racecourse,1,Good,Good,0
206041121,Kensington (Vic.),206041121,Kensington (Vic.),1,Good,Good,0
206041122,Melbourne,206041503,Melbourne CBD - East,0.2923955,Poor,Good,0
206041122,Melbourne,206041504,Melbourne CBD - North,0.3675187,Poor,Good,0
206041122,Melbourne,206041505,Melbourne CBD - West,0.3400858,Poor,Good,0
206041123,North Melbourne,206041506,North Melbourne,0.7577579,Acceptable,Good,0
206041123,North Melbourne,206041510,West Melbourne - Residential,0.2422421,Poor,Good,0
206041124,Parkville,206041124,Parkville,1,Good,Good,0
206041125,South Yarra - West,206041125,South Yarra - West,1,Good,Good,0
206041126,Southbank,206041507,Royal Botanic Gardens Victoria,0.0001677,Poor,Good,1
206041126,Southbank,206041508,Southbank (West) - South Wharf,0.3497044,Poor,Good,0
206041126,Southbank,206041509,Southbank - East,0.6501277,Poor,Good,0
206041126,Southbank,206051511,Port Melbourne Industrial,2.00E-07,Poor,Good,1
206041127,West Melbourne,206041127,West Melbourne - Industrial,1,Good,Good,0
206051128,Albert Park,206051128,Albert Park,1,Good,Good,0
206051129,Elwood,206051129,Elwood,1,Good,Good,0
206051130,Port Melbourne,206051130,Port Melbourne,1,Good,Good,0
206051131,Port Melbourne Industrial,206051511,Port Melbourne Industrial,1,Poor,Good,0
206051132,South Melbourne,206051511,Port Melbourne Industrial,0.00716,Poor,Good,1
206051132,South Melbourne,206051512,South Melbourne,0.99284,Good,Good,0
206051133,St Kilda,206051513,St Kilda - Central,0.4630655,Poor,Good,0
206051133,St Kilda,206051514,St Kilda - West,0.5369345,Poor,Good,0
206051134,St Kilda East,206051134,St Kilda East,1,Good,Good,0
206061135,Armadale,206061135,Armadale,1,Good,Good,0
206061136,Prahran - Windsor,206061136,Prahran - Windsor,1,Good,Good,0
206061137,South Yarra - East,206061515,South Yarra - North,0.4993093,Poor,Good,0
206061137,South Yarra - East,206061516,South Yarra - South,0.5006907,Poor,Good,0
206061138,Toorak,206061138,Toorak,1,Good,Good,0
206071139,Abbotsford,206071139,Abbotsford,1,Good,Good,0
206071140,Carlton North - Princes Hill,206071140,Carlton North - Princes Hill,1,Good,Good,0
206071141,Collingwood,206071141,Collingwood,1,Good,Good,0
206071142,Fitzroy,206071142,Fitzroy,1,Good,Good,0
206071143,Fitzroy North,206071143,Fitzroy North,1,Good,Good,0
206071144,Richmond (Vic.),206071517,Richmond (South) - Cremorne,0.5654703,Poor,Good,0
206071144,Richmond (Vic.),206071518,Richmond - North,0.4345297,Poor,Good,0
206071145,Yarra - North,206071145,Clifton Hill - Alphington,1,Good,Good,0
207011146,Ashburton (Vic.),207011146,Ashburton (Vic.),1,Good,Good,0
207011147,Balwyn,207011147,Balwyn,1,Good,Good,0
207011148,Balwyn North,207011148,Balwyn North,1,Good,Good,0
207011149,Camberwell,207011149,Camberwell,1,Good,Good,0
207011150,Glen Iris - East,207011150,Glen Iris - East,1,Good,Good,0
207011151,Hawthorn,207011519,Hawthorn - North,0.4664317,Poor,Good,0
207011151,Hawthorn,207011520,Hawthorn - South,0.5335683,Poor,Good,0
207011152,Hawthorn East,207011152,Hawthorn East,1,Good,Good,0
207011153,Kew,207011521,Kew - South,0.4721433,Poor,Good,0
207011153,Kew,207011522,Kew - West,0.5278567,Poor,Good,0
207011154,Kew East,207011154,Kew East,1,Good,Good,0
207011155,Surrey Hills (West) - Canterbury,207011155,Surrey Hills (West) - Canterbury,1,Good,Good,0
207021156,Bulleen,207021156,Bulleen,1,Good,Good,0
207021157,Doncaster,207021157,Doncaster,1,Good,Good,0
207021159,Templestowe,207021159,Templestowe,1,Good,Good,0
207021160,Templestowe Lower,207021160,Templestowe Lower,1,Good,Good,0
207021424,Doncaster East (North),207021424,Doncaster East - North,1,Good,Good,0
207021425,Doncaster East (South),207021425,Doncaster East - South,1,Good,Good,0
207031161,Blackburn,207031161,Blackburn,1,Good,Good,0
207031162,Blackburn South,207031162,Blackburn South,1,Good,Good,0
207031163,Box Hill,207031163,Box Hill,1,Good,Good,0
207031164,Box Hill North,207031164,Box Hill North,1,Good,Good,0
207031165,Burwood,207031165,Burwood (Vic.),1,Good,Good,0
207031166,Burwood East,207031166,Burwood East,1,Good,Good,0
207031167,Surrey Hills (East) - Mont Albert,207031167,Surrey Hills (East) - Mont Albert,1,Good,Good,0
208011168,Beaumaris,208011168,Beaumaris,1,Good,Good,0
208011169,Brighton (Vic.),208011169,Brighton (Vic.),1,Good,Good,0
208011170,Brighton East,208011170,Brighton East,1,Good,Good,0
208011171,Cheltenham - Highett (West),208011171,Highett (West) - Cheltenham,1,Good,Good,0
208011172,Hampton,208011172,Hampton,1,Good,Good,0
208011173,Sandringham - Black Rock,208011173,Sandringham - Black Rock,1,Good,Good,0
208021174,Bentleigh - McKinnon,208021174,Bentleigh - McKinnon,1,Good,Good,0
208021176,Carnegie,208021176,Carnegie,1,Good,Good,0
208021177,Caulfield - North,208021177,Caulfield - North,1,Good,Good,0
208021178,Caulfield - South,208021178,Caulfield - South,1,Good,Good,0
208021179,Elsternwick,208021179,Elsternwick,1,Good,Good,0
208021180,Hughesdale,208021180,Hughesdale,1,Good,Good,0
208021181,Murrumbeena,208021181,Murrumbeena,1,Good,Good,0
208021182,Ormond - Glen Huntly,208021182,Ormond - Glen Huntly,1,Good,Good,0
208021426,Bentleigh East (North),208021426,Bentleigh East - North,1,Good,Good,0
208021427,Bentleigh East (South),208021427,Bentleigh East - South,1,Good,Good,0
208031183,Aspendale Gardens - Waterways,208031183,Aspendale Gardens - Waterways,1,Good,Good,0
208031184,Braeside,208031184,Braeside,1,Good,Good,0
208031185,Carrum - Patterson Lakes,208031185,Carrum - Patterson Lakes,1,Good,Good,0
208031186,Chelsea - Bonbeach,208031186,Chelsea - Bonbeach,1,Good,Good,0
208031187,Chelsea Heights,208031187,Chelsea Heights,1,Good,Good,0
208031188,Cheltenham - Highett (East),208031188,Highett (East) - Cheltenham,1,Good,Good,0
208031189,Edithvale - Aspendale,208031189,Edithvale - Aspendale,1,Good,Good,0
208031190,Mentone,208031190,Mentone,1,Good,Good,0
208031191,Moorabbin - Heatherton,208031191,Moorabbin - Heatherton,1,Good,Good,0
208031192,Moorabbin Airport,208031192,Moorabbin Airport,1,Good,Good,0
208031193,Mordialloc - Parkdale,208031193,Mordialloc - Parkdale,1,Good,Good,0
208041194,Malvern - Glen Iris,208041194,Malvern - Glen Iris,1,Good,Good,0
208041195,Malvern East,208041195,Malvern East,1,Good,Good,0
209011196,Bundoora - East,209011196,Bundoora - East,1,Good,Good,0
209011197,Greensborough,209011197,Greensborough,1,Good,Good,0
209011198,Heidelberg - Rosanna,209011198,Heidelberg - Rosanna,1,Good,Good,0
209011199,Heidelberg West,209011199,Heidelberg West,1,Good,Good,0
209011200,Ivanhoe,209011200,Ivanhoe,1,Good,Good,0
209011201,Ivanhoe East - Eaglemont,209011201,Ivanhoe East - Eaglemont,1,Good,Good,0
209011202,Montmorency - Briar Hill,209011202,Montmorency - Briar Hill,1,Good,Good,0
209011203,Viewbank - Yallambie,209011203,Viewbank - Yallambie,1,Good,Good,0
209011204,Watsonia,209011204,Watsonia,1,Good,Good,0
209021205,Kingsbury,209021205,Kingsbury,1,Good,Good,0
209021207,Reservoir - East,209021523,Reservoir - North East,0.5307731,Poor,Good,0
209021207,Reservoir - East,209021525,Reservoir - South East,0.4692269,Poor,Good,0
209021208,Reservoir - West,209021524,Reservoir - North West,0.4109534,Poor,Good,0
209021208,Reservoir - West,209021526,Reservoir - South West,0.5890466,Poor,Good,0
209021428,Preston - East,209021428,Preston - East,1,Good,Good,0
209021429,Preston - West,209021429,Preston - West,1,Good,Good,0
209031209,Eltham,209031209,Eltham,1,Good,Good,0
209031210,Hurstbridge,209031210,Hurstbridge,1,Good,Good,0
209031211,Kinglake,209031211,Kinglake,1,Good,Good,0
209031212,Panton Hill - St Andrews,209031212,Panton Hill - St Andrews,1,Good,Good,0
209031213,Plenty - Yarrambat,209031213,Plenty - Yarrambat,1,Good,Good,0
209031214,Research - North Warrandyte,209031214,Research - North Warrandyte,1,Good,Good,0
209031215,Wattle Glen - Diamond Creek,209031215,Wattle Glen - Diamond Creek,1,Good,Good,0
209041216,Bundoora - North,209041216,Bundoora - North,1,Good,Good,0
209041217,Bundoora - West,209041217,Bundoora - West,1,Good,Good,0
209041219,Lalor,209041529,Lalor - East,0.4408899,Poor,Good,0
209041219,Lalor,209041530,Lalor - West,0.5591101,Poor,Good,0
209041220,Mill Park - North,209041220,Mill Park - North,1,Good,Good,0
209041221,Mill Park - South,209041221,Mill Park - South,1,Good,Good,0
209041223,Thomastown,209041223,Thomastown,1,Good,Good,0
209041224,Wallan,209041224,Wallan,1,Good,Good,0
209041225,Whittlesea,209041225,Whittlesea,1,Good,Good,0
209041430,Doreen,209041527,Doreen - North,0.6707869,Poor,Good,0
209041430,Doreen,209041528,Doreen - South,0.3292131,Poor,Good,0
209041431,Epping - East,209041431,Epping - East,1,Good,Good,0
209041432,Epping - South,209041432,Epping - South,1,Good,Good,0
209041433,Epping - West,209041433,Epping (Vic.) - West,1,Good,Good,0
209041434,Mernda,209041531,Mernda - North,0.5118091,Poor,Good,0
209041434,Mernda,209041532,Mernda - South,0.4881909,Poor,Good,0
209041435,South Morang (North),209041435,South Morang - North,1,Good,Good,0
209041436,South Morang (South),209041436,South Morang - South,1,Good,Good,0
209041437,Wollert,209041437,Wollert,1,Good,Good,0
210011226,Airport West,210011226,Airport West,1,Good,Good,0
210011227,Essendon Airport,210011227,Essendon Airport,1,Good,Good,0
210011228,Keilor,210011228,Keilor,1,Good,Good,0
210011229,Keilor East,210011533,Avondale Heights,0.4437834,Poor,Good,0
210011229,Keilor East,210011534,Keilor East,0.5562166,Poor,Good,0
210011230,Niddrie - Essendon West,210011230,Niddrie - Essendon West,1,Good,Good,0
210011231,Strathmore,210011231,Strathmore,1,Good,Good,0
210021232,Gisborne,210021232,Gisborne,1,Good,Good,0
210021233,Macedon,210021233,Macedon,1,Good,Good,0
210021234,Riddells Creek,210021234,Riddells Creek,1,Good,Good,0
210021235,Romsey,210021235,Romsey,1,Good,Good,0
210031236,Coburg North,210031236,Coburg North,1,Good,Good,0
210031237,Fawkner,210031237,Fawkner,1,Good,Good,0
210031239,Pascoe Vale,210031537,Oak Park,0.307104,Poor,Good,0
210031239,Pascoe Vale,210031538,Pascoe Vale,0.692896,Poor,Good,0
210031438,Glenroy,210031535,Glenroy - East,0.6373562,Poor,Good,0
210031438,Glenroy,210031536,Glenroy - West,0.3626438,Poor,Good,0
210031439,Gowanbrae,210031439,Gowanbrae,1,Good,Good,0
210031440,Hadfield,210031440,Hadfield,1,Good,Good,0
210041240,Sunbury,210041240,Sunbury,1,Good,Good,0
210041241,Sunbury - South,210041539,Diggers Rest,0.0886963,Poor,Good,0
210041241,Sunbury - South,210041540,Sunbury - South,0.4898164,Poor,Good,0
210041241,Sunbury - South,210041541,Sunbury - West,0.4214873,Poor,Good,0
210051242,Broadmeadows,210051242,Broadmeadows,1,Good,Good,0
210051243,Campbellfield - Coolaroo,210051243,Campbellfield - Coolaroo,1,Good,Good,0
210051245,Gladstone Park - Westmeadows,210051245,Gladstone Park - Westmeadows,1,Good,Good,0
210051246,Greenvale - Bulla,210051246,Greenvale - Bulla,1,Good,Good,0
210051247,Meadow Heights,210051247,Meadow Heights,1,Good,Good,0
210051248,Melbourne Airport,210051248,Melbourne Airport,1,Good,Good,0
210051249,Roxburgh Park - Somerton,210051544,Roxburgh Park (South) - Somerton,0.4449367,Poor,Good,0
210051249,Roxburgh Park - Somerton,210051545,Roxburgh Park - North,0.5550633,Poor,Good,0
210051250,Tullamarine,210051250,Tullamarine,1,Good,Good,0
210051441,Craigieburn - Central,210051441,Craigieburn - Central,1,Good,Good,0
210051442,Craigieburn - North,210051442,Craigieburn - North,1,Good,Good,0
210051443,Craigieburn - South,210051443,Craigieburn - South,1,Good,Good,0
210051444,Craigieburn - West,210051445,Mickleham - Yuroke,0.0006206,Good,Good,1
210051444,Craigieburn - West,210051542,Craigieburn - North West,0.3904751,Poor,Good,0
210051444,Craigieburn - West,210051543,Craigieburn - West,0.6089043,Poor,Good,0
210051445,Mickleham - Yuroke,210051445,Mickleham - Yuroke,1,Good,Good,0
211011251,Bayswater,211011251,Bayswater,1,Good,Good,0
211011254,Knoxfield - Scoresby,211011254,Knoxfield - Scoresby,1,Good,Good,0
211011255,Lysterfield,211011255,Lysterfield,1,Good,Good,0
211011256,Rowville - Central,211011256,Rowville - Central,1,Good,Good,0
211011257,Rowville - North,211011257,Rowville - North,1,Good,Good,0
211011258,Rowville - South,211011258,Rowville - South,1,Good,Good,0
211011259,Wantirna,211011259,Wantirna,1,Good,Good,0
211011260,Wantirna South,211011260,Wantirna South,1,Good,Good,0
211011446,Boronia,211011446,Boronia,1,Good,Good,0
211011447,Ferntree Gully (North),211011447,Ferntree Gully - North,1,Good,Good,0
211011448,Ferntree Gully (South) - Upper Ferntree Gully,211011448,Ferntree Gully (South) - Upper Ferntree Gully,1,Good,Good,0
211011449,The Basin,211011449,The Basin,1,Good,Good,0
211021261,Donvale - Park Orchards,211021261,Donvale - Park Orchards,1,Good,Good,0
211021262,Warrandyte - Wonga Park,211021262,Warrandyte - Wonga Park,1,Good,Good,0
211031263,Bayswater North,211031263,Bayswater North,1,Good,Good,0
211031265,Croydon Hills - Warranwood,211031265,Croydon Hills - Warranwood,1,Good,Good,0
211031266,Ringwood,211031266,Ringwood,1,Good,Good,0
211031267,Ringwood East,211031267,Ringwood East,1,Good,Good,0
211031268,Ringwood North,211031268,Ringwood North,1,Good,Good,0
211031450,Croydon - East,211031450,Croydon - East,1,Good,Good,0
211031451,Croydon - West,211031451,Croydon - West,1,Good,Good,0
211031452,Croydon South,211031452,Croydon South,1,Good,Good,0
211041269,Forest Hill,211041269,Forest Hill,1,Good,Good,0
211041270,Mitcham (Vic.),211041270,Mitcham (Vic.),1,Good,Good,0
211041271,Nunawading,211041271,Nunawading,1,Good,Good,0
211041272,Vermont,211041272,Vermont,1,Good,Good,0
211041273,Vermont South,211041273,Vermont South,1,Good,Good,0
211051274,Belgrave - Selby,211051274,Belgrave - Selby,1,Good,Good,0
211051275,Chirnside Park,211051275,Chirnside Park,1,Good,Good,0
211051276,Healesville - Yarra Glen,211051276,Healesville - Yarra Glen,1,Good,Good,0
211051277,Kilsyth,211051277,Kilsyth,1,Good,Good,0
211051278,Lilydale - Coldstream,211051278,Lilydale - Coldstream,1,Good,Good,0
211051279,Monbulk - Silvan,211051279,Monbulk - Silvan,1,Good,Good,0
211051280,Montrose,211051280,Montrose,1,Good,Good,0
211051281,Mooroolbark,211051281,Mooroolbark,1,Good,Good,0
211051282,Mount Dandenong - Olinda,211051282,Mount Dandenong - Olinda,1,Good,Good,0
211051283,Mount Evelyn,211051283,Mount Evelyn,1,Good,Good,0
211051284,Upwey - Tecoma,211051284,Upwey - Tecoma,1,Good,Good,0
211051285,Wandin - Seville,211051285,Wandin - Seville,1,Good,Good,0
211051286,Yarra Valley,211051286,Yarra Valley,1,Good,Good,0
212011287,Beaconsfield - Officer,212011546,Beaconsfield - Officer,0.991505,Good,Good,0
212011287,Beaconsfield - Officer,212011548,Koo Wee Rup,0.0032367,Good,Good,1
212011287,Beaconsfield - Officer,212011550,Pakenham - North West,0.0052583,Poor,Good,1
212011288,Bunyip - Garfield,212011547,Bunyip - Garfield,0.9801687,Good,Good,0
212011288,Bunyip - Garfield,212011549,Pakenham - North East,0.0144002,Poor,Good,0
212011288,Bunyip - Garfield,212011551,Pakenham - South East,0.0054311,Poor,Good,1
212011289,Emerald - Cockatoo,212011289,Emerald - Cockatoo,1,Good,Good,0
212011290,Koo Wee Rup,212011548,Koo Wee Rup,1,Good,Good,0
212011291,Pakenham - North,212011549,Pakenham - North East,0.7411182,Poor,Good,0
212011291,Pakenham - North,212011550,Pakenham - North West,0.2588818,Poor,Good,0
212011292,Pakenham - South,212011548,Koo Wee Rup,0.0002463,Good,Good,1
212011292,Pakenham - South,212011551,Pakenham - South East,0.1643697,Poor,Good,0
212011292,Pakenham - South,212011552,Pakenham - South West,0.835384,Acceptable,Good,0
212021293,Berwick - North,212021293,Berwick - North,1,Good,Good,0
212021294,Berwick - South,212021553,Berwick - South East,0.6408804,Poor,Good,0
212021294,Berwick - South,212021554,Berwick - South West,0.3591196,Poor,Good,0
212021295,Doveton,212021295,Doveton,1,Good,Good,0
212021297,Hallam,212021297,Hallam,1,Good,Good,0
212021299,Narre Warren North,212021299,Narre Warren North,1,Good,Good,0
212021453,Endeavour Hills - North,212021453,Endeavour Hills - North,1,Good,Good,0
212021454,Endeavour Hills - South,212021454,Endeavour Hills - South,1,Good,Good,0
212021455,Narre Warren - North East,212021455,Narre Warren - North East,1,Good,Good,0
212021456,Narre Warren - South West,212021456,Narre Warren - South West,1,Good,Good,0
212031300,Cranbourne,212031300,Cranbourne,1,Good,Good,0
212031301,Cranbourne East,212031555,Clyde North - North,0.108983,Poor,Good,0
212031301,Cranbourne East,212031556,Clyde North - South,0.0122343,Poor,Good,0
212031301,Cranbourne East,212031557,Cranbourne East - North,0.7173087,Poor,Good,0
212031301,Cranbourne East,212031558,Cranbourne East - South,0.1614741,Poor,Good,0
212031302,Cranbourne North,212031559,Cranbourne North - East,0.4135078,Poor,Good,0
212031302,Cranbourne North,212031560,Cranbourne North - West,0.5864922,Poor,Good,0
212031303,Cranbourne South,212031303,Cranbourne South,1,Good,Good,0
212031304,Cranbourne West,212031304,Cranbourne West,1,Good,Good,0
212031305,Hampton Park - Lynbrook,212031561,Hampton Park - East,0.4866122,Poor,Good,0
212031305,Hampton Park - Lynbrook,212031562,Hampton Park - West,0.5133878,Poor,Good,0
212031306,Lynbrook - Lyndhurst,212031306,Lynbrook - Lyndhurst,1,Good,Good,0
212031308,Pearcedale - Tooradin,212031308,Pearcedale - Tooradin,1,Good,Good,0
212031457,Narre Warren South (East),212031457,Narre Warren South - East,1,Good,Good,0
212031458,Narre Warren South (West),212031458,Narre Warren South - West,1,Good,Good,0
212041309,Clarinda - Oakleigh South,212041309,Clarinda - Oakleigh South,1,Good,Good,0
212041310,Clayton South,212041310,Clayton South,1,Good,Good,0
212041311,Dandenong,212041563,Dandenong - North,0.7048519,Poor,Good,0
212041311,Dandenong,212041564,Dandenong - South,0.2951481,Poor,Good,0
212041312,Dandenong North,212041312,Dandenong North,1,Good,Good,0
212041313,Dingley Village,212041313,Dingley Village,1,Good,Good,0
212041314,Keysborough,212041565,Keysborough - North,0.5778649,Poor,Good,0
212041314,Keysborough,212041566,Keysborough - South,0.4221351,Poor,Good,0
212041316,Noble Park North,212041316,Noble Park North,1,Good,Good,0
212041317,Springvale,212041317,Springvale,1,Good,Good,0
212041318,Springvale South,212041318,Springvale South,1,Good,Good,0
212041459,Noble Park - East,212041459,Noble Park - East,1,Good,Good,0
212041460,Noble Park - West,212041460,Noble Park - West,1,Good,Good,0
212051319,Ashwood - Chadstone,212051319,Ashwood - Chadstone,1,Good,Good,0
212051320,Clayton,212051567,Clayton (North) - Notting Hill,0.4035626,Poor,Good,0
212051320,Clayton,212051568,Clayton - Central,0.5964374,Poor,Good,0
212051321,Glen Waverley - East,212051321,Glen Waverley - East,1,Good,Good,0
212051322,Glen Waverley - West,212051322,Glen Waverley - West,1,Good,Good,0
212051323,Mount Waverley - North,212051323,Mount Waverley - North,1,Good,Good,0
212051324,Mount Waverley - South,212051324,Mount Waverley - South,1,Good,Good,0
212051325,Mulgrave,212051325,Mulgrave,1,Good,Good,0
212051326,Oakleigh - Huntingdale,212051326,Oakleigh - Huntingdale,1,Good,Good,0
212051327,Wheelers Hill,212051327,Wheelers Hill,1,Good,Good,0
213011328,Ardeer - Albion,213011328,Ardeer - Albion,1,Good,Good,0
213011329,Cairnlea,213011329,Cairnlea,1,Good,Good,0
213011330,Deer Park - Derrimut,213011569,Deer Park,0.6854995,Poor,Good,0
213011330,Deer Park - Derrimut,213011570,Derrimut,0.3145005,Poor,Good,0
213011331,Delahey,213011331,Delahey,1,Good,Good,0
213011332,Keilor Downs,213011332,Keilor Downs,1,Good,Good,0
213011333,Kings Park (Vic.),213011333,Kings Park (Vic.),1,Good,Good,0
